name,status,beginDate,endDate,stationTriplet,latitude,longitude,elevation,countyName,huc
Silver Creek Nv,Complete,2011-12-22 00:00,2100-01-01 00:00,1205:NV:SNTL,39.23305,-114.24290,8220.00,White Pine,160203010806
Skalkaho Summit,Complete,1966-10-01 00:00,2100-01-01 00:00,760:MT:SNTL,46.24212,-113.77250,7260.00,Granite,170102021003
Skate Creek,Complete,2014-10-15 00:00,2100-01-01 00:00,1257:WA:SNTL,46.64336,-121.83044,3770.00,Lewis,170800040505
Slagamelt Lakes,Complete,2017-09-14 00:00,2100-01-01 00:00,1286:MT:SNTL,45.36526,-113.71834,8600.00,Beaverhead,100200040308
Sleeping Woman,Complete,1988-10-01 00:00,2100-01-01 00:00,783:MT:SNTL,47.17902,-114.33371,6120.00,Sanders,170102120708
Slumgullion,Complete,1979-10-01 00:00,2100-01-01 00:00,762:CO:SNTL,37.99076,-107.20392,11560.00,Hinsdale,140200020502
Smiley Mountain,Complete,2001-09-19 00:00,2100-01-01 00:00,926:ID:SNTL,43.72718,-113.83402,9540.00,Custer,170402180102
Smith Creek,Complete,2013-06-27 00:00,2100-01-01 00:00,1235:NV:SNTLT,40.44670,-115.51140,7590.00,Elko,160401030403
Snake River Station,Complete,1989-10-01 00:00,2100-01-01 00:00,764:WY:SNTL,44.13361,-110.66917,6900.00,Teton,170401010402
Snowslide Canyon,Complete,1997-09-01 00:00,2100-01-01 00:00,927:AZ:SNTL,35.34179,-111.65084,9720.00,Coconino,150200160201
Snowstorm Mtn,Complete,2011-12-23 00:00,2100-01-01 00:00,1208:NV:SNTL,41.33981,-116.98044,7410.00,Elko,160401090203
Soldier R.S.,Complete,1985-10-01 00:00,2100-01-01 00:00,769:ID:SNTL,43.48407,-114.82692,5780.00,Camas,170402200303
Sonora Pass,Complete,1978-10-01 00:00,2100-01-01 00:00,771:CA:SNTL,38.31021,-119.60030,8770.00,Mono,160503020104
South Brush Creek,Complete,1976-02-01 00:00,2100-01-01 00:00,772:WY:SNTL,41.32950,-106.50250,8480.00,Carbon,101800020303
South Colony,Complete,1990-10-01 00:00,2100-01-01 00:00,773:CO:SNTL,37.96647,-105.53671,10790.00,Custer,110200011206
South Fork Bull Run,Complete,1997-09-18 00:00,2100-01-01 00:00,925:OR:SNTL,45.44575,-122.03125,2690.00,Clackamas,170800010504
South Mtn.,Complete,1978-10-01 00:00,2100-01-01 00:00,774:ID:SNTL,42.76476,-116.90029,6650.00,Owyhee,170501080205
South Pass,Complete,1984-10-01 00:00,2100-01-01 00:00,775:WY:SNTL,42.57314,-108.84324,9040.00,Fremont,100800030101
Spencer Meadow,Complete,1980-10-01 00:00,2100-01-01 00:00,776:WA:SNTL,46.17950,-121.92661,3400.00,Skamania,170800020108
Spirit Lk,Complete,2009-10-01 00:00,2100-01-01 00:00,1117:UT:SNTL,40.83868,-110.00527,10240.00,Daggett,140401060501
Spratt Creek,Complete,1983-10-01 00:00,2100-01-01 00:00,778:CA:SNTL,38.66627,-119.81741,6060.00,Alpine,160502010107
Spring Creek,Complete,2018-06-16 00:00,2100-01-01 00:00,2044:AK:SNTL,61.65653,-149.12926,590.00,Matanuska-Susitna,190204020709
Spring Creek Divide,Complete,1978-10-01 00:00,2100-01-01 00:00,779:WY:SNTL,42.52516,-110.66148,9020.00,Sublette,140401011001
Spruce Springs,Complete,2000-07-01 00:00,2100-01-01 00:00,984:WA:SNTL,46.18287,-117.54155,5690.00,Garfield,170601030201
Spud Mountain,Complete,1985-10-01 00:00,2100-01-01 00:00,780:CO:SNTL,37.69883,-107.77841,10660.00,San Juan,140801040202
Stampede Pass,Complete,1979-10-01 00:00,2100-01-01 00:00,788:WA:SNTL,47.27427,-121.34162,3850.00,King,171100130103
Steel Creek Park,Complete,1978-10-01 00:00,2100-01-01 00:00,790:UT:SNTL,40.90862,-110.50462,10140.00,Summit,140401070203
Stevens Pass,Complete,1979-10-01 00:00,2100-01-01 00:00,791:WA:SNTL,47.74607,-121.09288,3940.00,King,171100090102
Stickney Mill,Complete,1979-10-01 00:00,2100-01-01 00:00,792:ID:SNTL,43.86117,-114.20902,7440.00,Custer,170402180303
Stillwater Creek,Complete,1985-10-01 00:00,2100-01-01 00:00,793:CO:SNTL,40.22532,-105.91980,8760.00,Grand,140100010306
Strawberry Divide,Complete,1978-10-01 00:00,2100-01-01 00:00,795:UT:SNTL,40.16483,-111.20665,8100.00,Wasatch,140600040103
Stringer Creek,Complete,1992-10-01 00:00,2100-01-01 00:00,1009:MT:SNTL,46.92690,-110.90198,6550.00,Meagher,100301030801
Stuart Mountain,Complete,1994-07-26 00:00,2100-01-01 00:00,901:MT:SNTL,46.99521,-113.92667,7270.00,Missoula,170102040102
Stump Lakes,Complete,1985-10-01 00:00,2100-01-01 00:00,797:CO:SNTL,37.47647,-107.63348,11230.00,La Plata,140801040702
Sucker Creek,Complete,1978-10-01 00:00,2100-01-01 00:00,798:WY:SNTL,44.72279,-107.40035,8840.00,Sheridan,100901010203
Sugarloaf Mtn,Complete,2006-10-01 00:00,2100-01-01 00:00,1095:AK:SNTL,61.08042,-146.30202,530.00,Valdez-Cordova,190202011101
Summit Lk,Complete,2011-10-01 00:00,2100-01-01 00:00,1194:NV:SNTL,41.48953,-118.99663,7590.00,Humboldt,160402021301
Summit Meadow,Complete,2003-10-01 00:00,2100-01-01 00:00,1052:CA:SNTL,38.39747,-119.53522,9360.00,Mono,160503020203
Summit Ranch,Complete,1979-10-01 00:00,2100-01-01 00:00,802:CO:SNTL,39.71803,-106.15770,9350.00,Summit,140100020502
Sunflower Flat,Complete,2013-10-23 00:00,2100-01-01 00:00,1249:UT:SNTL,38.04800,-111.33981,10010.00,Garfield,140700030406
Susitna Valley High,Complete,1986-10-01 00:00,2100-01-01 00:00,967:AK:SNTL,62.13245,-150.04391,360.00,Matanuska-Susitna,190205050105
Suu Ranch,Complete,2013-10-01 00:00,2100-01-01 00:00,1248:UT:SNTL,37.59711,-112.92949,8050.00,Iron,160300060306
Swamp Creek,Complete,1999-10-01 00:00,2100-01-01 00:00,975:WA:SNTL,48.57142,-120.78267,3930.00,Skagit,171100050503
Sylvan Lake,Complete,1978-10-01 00:00,2100-01-01 00:00,806:WY:SNTL,44.47764,-110.15651,8440.00,Park,100700010404
Sylvan Road,Complete,1986-10-01 00:00,2100-01-01 00:00,807:WY:SNTL,44.47825,-110.03808,7140.00,Park,100800120103
Tahoe City Cross,Complete,1980-10-01 00:00,2100-01-01 00:00,809:CA:SNTL,39.17162,-120.15362,6760.00,Placer,160501010101
Takka Wiiya,Complete,2013-10-01 00:00,2100-01-01 00:00,1247:UT:SNTL,39.74104,-113.98262,9110.00,Juab,160203060804
Taos Powderhorn,Complete,2010-08-09 00:00,2100-01-01 00:00,1168:NM:SNTL,36.58195,-105.45617,11030.00,Taos,130201010701
Taos Pueblo,Complete,2021-09-21 00:00,2100-01-01 00:00,1307:NM:SNTL,36.54099,-105.35944,10990.00,Colfax,130201010602
Taylor Canyon,Complete,1980-10-01 00:00,2100-01-01 00:00,811:NV:SNTL,41.22870,-116.02930,6320.00,Elko,170501050105
Taylor Green,Complete,1978-10-01 00:00,2100-01-01 00:00,812:OR:SNTL,45.07707,-117.55067,5730.00,Baker,170601040502
Telaquana Lake,Complete,2014-07-09 00:00,2100-01-01 00:00,1266:AK:SNTL,60.98347,-153.91866,1250.00,Bethel,190304052303
Temple Fork,Complete,2001-11-05 00:00,2100-01-01 00:00,1013:UT:SNTL,41.79300,-111.54605,7420.00,Cache,160102030303
Tepee Creek,Complete,1971-10-01 00:00,2100-01-01 00:00,813:MT:SNTL,44.78562,-111.71000,7950.00,Madison,100200070602
Teuchet Creek,Complete,1980-10-01 00:00,2100-01-01 00:00,951:AK:SNTL,64.94763,-145.52079,1560.00,Fairbanks North Star,190803060301
Thaynes Canyon,Complete,1988-06-20 00:00,2100-01-01 00:00,814:UT:SNTL,40.62350,-111.53322,9250.00,Summit,160201020101
Thistle Flat,Complete,2012-10-01 00:00,2100-01-01 00:00,1226:UT:SNTL,39.23803,-111.51998,8790.00,Sanpete,160300040501
Thumb Divide,Complete,1987-09-30 00:00,2100-01-01 00:00,816:WY:SNTL,44.36917,-110.57717,7970.00,Teton,100700010409
Timberline,Complete,2007-10-01 00:00,2100-01-01 00:00,1097:UT:SNTL,39.67712,-110.43395,8720.00,Carbon,140600070903
Timpanogos Divide,Complete,1978-10-01 00:00,2100-01-01 00:00,820:UT:SNTL,40.42817,-111.61633,8180.00,Utah,160202010802
Tizer Basin,Complete,1987-10-01 00:00,2100-01-01 00:00,893:MT:SNTL,46.34937,-111.85308,6880.00,Jefferson,100301010701
Togwotee Pass,Complete,1960-10-01 00:00,2100-01-01 00:00,822:WY:SNTL,43.74902,-110.05780,9590.00,Teton,100800010201
Tok,Complete,2002-10-01 00:00,2100-01-01 00:00,2080:AK:SNTL,63.32529,-143.03834,1640.00,Southeast Fairbanks,190803020903
Toketee Airstrip,Complete,2003-10-01 00:00,2100-01-01 00:00,1044:OR:SNTL,43.22718,-122.42537,3240.00,Douglas,171003010404
Tokositna Valley,Complete,2005-10-01 00:00,2100-01-01 00:00,1089:AK:SNTL,62.62918,-150.77410,840.00,Matanuska-Susitna,190205020903
Tolby,Complete,1998-08-10 00:00,2100-01-01 00:00,934:NM:SNTL,36.47498,-105.19534,10210.00,Colfax,110800020107
Tony Grove RS,Complete,2009-10-01 00:00,2100-01-01 00:00,1113:UT:SNTL,41.88573,-111.56918,6320.00,Cache,160102030304
Touchet,Complete,1979-10-01 00:00,2100-01-01 00:00,824:WA:SNTL,46.11868,-117.85050,5520.00,Columbia,170701020303
Tower,Complete,1978-10-01 00:00,2100-01-01 00:00,825:CO:SNTL,40.53740,-106.67655,10610.00,Routt,140500010407
Trapper Lake,Complete,1985-10-01 00:00,2100-01-01 00:00,827:CO:SNTL,39.99881,-107.23618,9750.00,Garfield,140500050101
Tres Ritos,Complete,2006-09-01 00:00,2100-01-01 00:00,1083:NM:SNTL,36.12790,-105.52706,8740.00,Taos,130201010903
Trial Lake,Complete,1978-10-01 00:00,2100-01-01 00:00,828:UT:SNTL,40.67800,-110.94873,9970.00,Summit,160202030102
Trinchera,Complete,1988-10-01 00:00,2100-01-01 00:00,829:CO:SNTL,37.35296,-105.23259,10850.00,Costilla,130100020601
Trinity Mtn.,Complete,1978-10-01 00:00,2100-01-01 00:00,830:ID:SNTL,43.62903,-115.43818,7790.00,Elmore,170501110703
Truckee #2,Complete,1980-10-01 00:00,2100-01-01 00:00,834:CA:SNTL,39.30087,-120.18407,6500.00,Placer,160501020204
Turnagain Pass,Complete,1981-10-01 00:00,2100-01-01 00:00,954:AK:SNTL,60.78043,-149.18325,1860.00,Kenai Peninsula,190203020406
Twelvemile Creek,Complete,1967-10-01 00:00,2100-01-01 00:00,835:MT:SNTL,46.14287,-114.44755,5530.00,Ravalli,170102050601
Twin Lakes,Complete,1967-10-01 00:00,2100-01-01 00:00,836:MT:SNTL,46.14380,-114.50560,6390.00,Ravalli,170102050601
Two Ocean Plateau,Complete,1979-10-01 00:00,2100-01-01 00:00,837:WY:SNTL,44.15178,-110.22122,9240.00,Teton,170401010201
University Camp,Complete,1978-10-01 00:00,2100-01-01 00:00,838:CO:SNTL,40.03307,-105.57562,10330.00,Boulder,101900050401
Upper Chena,Complete,1983-10-01 00:00,2100-01-01 00:00,952:AK:SNTL,65.09852,-144.93318,2790.00,Fairbanks North Star,190803060102
Upper Nome Creek,Complete,2005-10-01 00:00,2100-01-01 00:00,1090:AK:SNTL,65.36710,-146.59200,2500.00,Yukon-Koyukuk,190804020304
Upper Rio Grande,Complete,1985-10-01 00:00,2100-01-01 00:00,839:CO:SNTL,37.72172,-107.25971,9370.00,Hinsdale,130100010106
Upper San Juan,Complete,1978-10-01 00:00,2100-01-01 00:00,840:CO:SNTL,37.48563,-106.83528,10140.00,Mineral,140801010203
Upper Taylor,Complete,2009-08-26 00:00,2100-01-01 00:00,1141:CO:SNTL,38.99071,-106.74504,10710.00,Gunnison,140200010101
Usu Doc Daniel,Complete,2007-10-01 00:00,2100-01-01 00:00,1098:UT:SNTL,41.86425,-111.50603,8610.00,Rich,160102010103
Ute Creek,Complete,2000-08-16 00:00,2100-01-01 00:00,1005:CO:SNTL,37.61480,-105.37322,10730.00,Costilla,130100020604
Vacarro Springs,Complete,2011-10-01 00:00,2100-01-01 00:00,1137:NV:SNTL,39.44950,-115.98340,7890.00,Eureka,160600051503
Vacas Locas,Complete,2001-10-01 00:00,2100-01-01 00:00,1017:NM:SNTL,36.02653,-106.81361,9350.00,Rio Arriba,130202020102
Vail Mountain,Complete,1978-10-01 00:00,2100-01-01 00:00,842:CO:SNTL,39.61765,-106.38019,10290.00,Eagle,140100030102
Vallecito,Complete,1985-10-01 00:00,2100-01-01 00:00,843:CO:SNTL,37.48524,-107.50748,10740.00,La Plata,140801011105
Van Wyck,Complete,2000-10-01 00:00,2100-01-01 00:00,979:ID:SNTL,44.37665,-116.33660,4960.00,Washington,170501240902
Vernon Creek,Complete,1978-10-01 00:00,2100-01-01 00:00,844:UT:SNTL,39.93667,-112.41478,7310.00,Tooele,160203040102
Virginia Lakes Ridge,Complete,1978-10-01 00:00,2100-01-01 00:00,846:CA:SNTL,38.07298,-119.23433,9400.00,Mono,160503010103
Wager Gulch,Complete,2011-07-28 00:00,2100-01-01 00:00,1188:CO:SNTL,37.88248,-107.36428,11110.00,Hinsdale,140200020602
Ward Mountain,Complete,1980-10-01 00:00,2100-01-01 00:00,849:NV:SNTL,39.13242,-114.95575,9170.00,White Pine,150100110105
Webber Springs,Complete,1976-02-01 00:00,2100-01-01 00:00,852:WY:SNTL,41.15910,-106.92809,9250.00,Carbon,101800020406
Wells Creek,Complete,1995-08-24 00:00,2100-01-01 00:00,909:WA:SNTL,48.86610,-121.78976,4030.00,Whatcom,171100040103
Weminuche Creek,Complete,2010-10-01 00:00,2100-01-01 00:00,1160:CO:SNTL,37.51968,-107.32139,10730.00,Hinsdale,140801020203
Wesner Springs,Complete,1988-10-01 00:00,2100-01-01 00:00,854:NM:SNTL,35.77584,-105.54337,11110.00,San Miguel,130600010802
West Branch,Complete,1979-10-01 00:00,2100-01-01 00:00,855:ID:SNTL,45.07220,-116.45413,5590.00,Adams,170501240201
West Yellowstone,Complete,1966-10-01 00:00,2100-01-01 00:00,924:MT:SNTL,44.65866,-111.09199,6680.00,Gallatin,100200070205
Wheeler Peak,Complete,2010-10-01 00:00,2100-01-01 00:00,1147:NV:SNTL,39.00995,-114.31021,10070.00,White Pine,160203010801
Whiskey Ck,Complete,1979-10-01 00:00,2100-01-01 00:00,857:CO:SNTL,37.21423,-105.12262,10260.00,Las Animas,110200100102
Whiskey Park,Complete,1985-10-01 00:00,2100-01-01 00:00,859:WY:SNTL,41.00368,-106.90795,8950.00,Carbon,140500030102
White Horse Lake,Complete,1970-11-01 00:00,2100-01-01 00:00,861:AZ:SNTL,35.14189,-112.14966,7190.00,Coconino,150602020204
White Pass E.S.,Complete,1979-10-01 00:00,2100-01-01 00:00,863:WA:SNTL,46.64142,-121.38153,4440.00,Yakima,170300020301
White River Nv,Complete,2011-12-23 09:00,2100-01-01 00:00,1213:NV:SNTL,38.94557,-115.37922,7370.00,White Pine,150100110302
Widtsoe #3,Complete,1978-10-01 00:00,2100-01-01 00:00,865:UT:SNTL,37.83633,-111.88163,9640.00,Garfield,160300020403
Wild Basin,Complete,2002-12-13 00:00,2100-01-01 00:00,1042:CO:SNTL,40.20100,-105.60250,9410.00,Boulder,101900050202
Wildcat,Complete,1983-10-01 00:00,2100-01-01 00:00,866:AZ:SNTL,33.74347,-109.48078,7850.00,Apache,150601010109
Willow Creek Pass,Complete,1978-10-01 00:00,2100-01-01 00:00,869:CO:SNTL,40.34734,-106.09520,9520.00,Grand,140100010102
Willow Park,Complete,1979-10-01 00:00,2100-01-01 00:00,870:CO:SNTL,40.43397,-105.73588,10710.00,Larimer,101900060204
Wilson Creek,Complete,1989-10-01 00:00,2100-01-01 00:00,871:ID:SNTL,42.01257,-115.00278,7110.00,Twin Falls,170402130202
Windy Peak,Complete,1979-10-01 00:00,2100-01-01 00:00,872:WY:SNTL,42.27991,-105.57782,7900.00,Albany,101800080802
Wolf Creek,Complete,1978-10-01 00:00,2100-01-01 00:00,873:OR:SNTL,45.06704,-118.15185,5730.00,Union,170502030601
Wolf Creek Peak,Complete,2020-08-26 00:00,2100-01-01 00:00,1164:UT:SNTL,40.47733,-111.04469,9770.00,Wasatch,160202030104
Wolf Creek Summit,Complete,1985-10-01 00:00,2100-01-01 00:00,874:CO:SNTL,37.47903,-106.80234,10930.00,Mineral,140801010203
Wood Creek,Complete,1978-10-01 00:00,2100-01-01 00:00,876:MT:SNTL,47.44847,-112.81428,5970.00,Lewis and Clark,100301040202
Workman Creek,Complete,1938-12-01 00:00,2100-01-01 00:00,877:AZ:SNTL,33.81259,-110.91852,7030.00,Gila,150601030802
Wrigley Creek,Complete,2012-10-01 00:00,2100-01-01 00:00,1228:UT:SNTL,39.13233,-111.35685,9330.00,Sanpete,140600090303
Zirkel,Complete,2002-08-14 00:00,2100-01-01 00:00,1033:CO:SNTL,40.79492,-106.59544,9320.00,Jackson,101800010202
